location,date,vaccine,total_vaccinations
Lithuania,2021-04-18,Pfizer/BioNTech,528455
Lithuania,2021-04-19,Moderna,61484
Lithuania,2021-04-19,Oxford/AstraZeneca,190202
Lithuania,2021-04-19,Pfizer/BioNTech,529899
Lithuania,2021-04-20,Moderna,63242
Lithuania,2021-04-20,Oxford/AstraZeneca,191676
Lithuania,2021-04-20,Pfizer/BioNTech,541950
Lithuania,2021-04-21,Johnson&Johnson,4
Lithuania,2021-04-21,Moderna,67394
Lithuania,2021-04-21,Oxford/AstraZeneca,192322
Lithuania,2021-04-21,Pfizer/BioNTech,563849
Lithuania,2021-04-22,Johnson&Johnson,4
Lithuania,2021-04-22,Moderna,71333
Lithuania,2021-04-22,Oxford/AstraZeneca,194462
Lithuania,2021-04-22,Pfizer/BioNTech,583963
Lithuania,2021-04-23,Johnson&Johnson,6
Lithuania,2021-04-23,Moderna,72804
Lithuania,2021-04-23,Oxford/AstraZeneca,202343
Lithuania,2021-04-23,Pfizer/BioNTech,599288
Lithuania,2021-04-24,Johnson&Johnson,6
Lithuania,2021-04-24,Moderna,74157
Lithuania,2021-04-24,Oxford/AstraZeneca,203623
Lithuania,2021-04-24,Pfizer/BioNTech,601211
Lithuania,2021-04-25,Johnson&Johnson,6
Lithuania,2021-04-25,Moderna,74158
Lithuania,2021-04-25,Oxford/AstraZeneca,203644
Lithuania,2021-04-25,Pfizer/BioNTech,601459
Lithuania,2021-04-26,Johnson&Johnson,16
Lithuania,2021-04-26,Moderna,74972
Lithuania,2021-04-26,Oxford/AstraZeneca,207918
Lithuania,2021-04-26,Pfizer/BioNTech,602549
Lithuania,2021-04-27,Johnson&Johnson,66
Lithuania,2021-04-27,Moderna,75397
Lithuania,2021-04-27,Oxford/AstraZeneca,209284
Lithuania,2021-04-27,Pfizer/BioNTech,613803
Lithuania,2021-04-28,Johnson&Johnson,228
Lithuania,2021-04-28,Moderna,75970
Lithuania,2021-04-28,Oxford/AstraZeneca,209972
Lithuania,2021-04-28,Pfizer/BioNTech,627769
Lithuania,2021-04-29,Johnson&Johnson,340
Lithuania,2021-04-29,Moderna,78054
Lithuania,2021-04-29,Oxford/AstraZeneca,212130
Lithuania,2021-04-29,Pfizer/BioNTech,656179
Lithuania,2021-04-30,Johnson&Johnson,454
Lithuania,2021-04-30,Moderna,82474
Lithuania,2021-04-30,Oxford/AstraZeneca,213820
Lithuania,2021-04-30,Pfizer/BioNTech,687740
Lithuania,2021-05-01,Johnson&Johnson,496
Lithuania,2021-05-01,Moderna,82901
Lithuania,2021-05-01,Oxford/AstraZeneca,214657
Lithuania,2021-05-01,Pfizer/BioNTech,702233
Lithuania,2021-05-02,Johnson&Johnson,496
Lithuania,2021-05-02,Moderna,82902
Lithuania,2021-05-02,Oxford/AstraZeneca,214664
Lithuania,2021-05-02,Pfizer/BioNTech,702973
Lithuania,2021-05-03,Johnson&Johnson,622
Lithuania,2021-05-03,Moderna,86180
Lithuania,2021-05-03,Oxford/AstraZeneca,219404
Lithuania,2021-05-03,Pfizer/BioNTech,708242
Lithuania,2021-05-04,Johnson&Johnson,932
Lithuania,2021-05-04,Moderna,89285
Lithuania,2021-05-04,Oxford/AstraZeneca,222921
Lithuania,2021-05-04,Pfizer/BioNTech,729645
Lithuania,2021-05-05,Johnson&Johnson,1462
Lithuania,2021-05-05,Moderna,90938
Lithuania,2021-05-05,Oxford/AstraZeneca,226179
Lithuania,2021-05-05,Pfizer/BioNTech,758986
Lithuania,2021-05-06,Johnson&Johnson,2112
Lithuania,2021-05-06,Moderna,96644
Lithuania,2021-05-06,Oxford/AstraZeneca,230061
Lithuania,2021-05-06,Pfizer/BioNTech,784377
Lithuania,2021-05-07,Johnson&Johnson,3826
Lithuania,2021-05-07,Moderna,101194
Lithuania,2021-05-07,Oxford/AstraZeneca,238840
Lithuania,2021-05-07,Pfizer/BioNTech,803307
Lithuania,2021-05-08,Johnson&Johnson,4126
Lithuania,2021-05-08,Moderna,102645
Lithuania,2021-05-08,Oxford/AstraZeneca,248946
Lithuania,2021-05-08,Pfizer/BioNTech,807269
Lithuania,2021-05-09,Johnson&Johnson,4128
Lithuania,2021-05-09,Moderna,102645
Lithuania,2021-05-09,Oxford/AstraZeneca,256079
Lithuania,2021-05-09,Pfizer/BioNTech,807271
Lithuania,2021-05-10,Johnson&Johnson,5782
Lithuania,2021-05-10,Moderna,104959
Lithuania,2021-05-10,Oxford/AstraZeneca,270309
Lithuania,2021-05-10,Pfizer/BioNTech,809742
Lithuania,2021-05-11,Johnson&Johnson,6514
Lithuania,2021-05-11,Moderna,107773
Lithuania,2021-05-11,Oxford/AstraZeneca,273451
Lithuania,2021-05-11,Pfizer/BioNTech,829581
Lithuania,2021-05-12,Johnson&Johnson,6952
Lithuania,2021-05-12,Moderna,108962
Lithuania,2021-05-12,Oxford/AstraZeneca,276061
Lithuania,2021-05-12,Pfizer/BioNTech,857095
Lithuania,2021-05-13,Johnson&Johnson,7874
Lithuania,2021-05-13,Moderna,111079
Lithuania,2021-05-13,Oxford/AstraZeneca,278890
Lithuania,2021-05-13,Pfizer/BioNTech,881488
Lithuania,2021-05-14,Johnson&Johnson,8538
Lithuania,2021-05-14,Moderna,113896
Lithuania,2021-05-14,Oxford/AstraZeneca,283016
Lithuania,2021-05-14,Pfizer/BioNTech,905515
Lithuania,2021-05-15,Johnson&Johnson,8570
Lithuania,2021-05-15,Moderna,114136
Lithuania,2021-05-15,Oxford/AstraZeneca,285633
Lithuania,2021-05-15,Pfizer/BioNTech,908778
Lithuania,2021-05-16,Johnson&Johnson,8570
Lithuania,2021-05-16,Moderna,114261
Lithuania,2021-05-16,Oxford/AstraZeneca,285673
Lithuania,2021-05-16,Pfizer/BioNTech,909115
Lithuania,2021-05-17,Johnson&Johnson,9438
Lithuania,2021-05-17,Moderna,122686
Lithuania,2021-05-17,Oxford/AstraZeneca,290013
Lithuania,2021-05-17,Pfizer/BioNTech,911286
Lithuania,2021-05-18,Johnson&Johnson,10688
Lithuania,2021-05-18,Moderna,124766
Lithuania,2021-05-18,Oxford/AstraZeneca,292720
Lithuania,2021-05-18,Pfizer/BioNTech,929920
Lithuania,2021-05-19,Johnson&Johnson,12008
Lithuania,2021-05-19,Moderna,127907
Lithuania,2021-05-19,Oxford/AstraZeneca,296410
Lithuania,2021-05-19,Pfizer/BioNTech,955045
Lithuania,2021-05-20,Johnson&Johnson,14366
Lithuania,2021-05-20,Moderna,130592
Lithuania,2021-05-20,Oxford/AstraZeneca,300933
Lithuania,2021-05-20,Pfizer/BioNTech,978223
Lithuania,2021-05-21,Johnson&Johnson,16338
Lithuania,2021-05-21,Moderna,133342
Lithuania,2021-05-21,Oxford/AstraZeneca,304979
Lithuania,2021-05-21,Pfizer/BioNTech,995411
Lithuania,2021-05-22,Johnson&Johnson,16772
Lithuania,2021-05-22,Moderna,134870
Lithuania,2021-05-22,Oxford/AstraZeneca,305346
Lithuania,2021-05-22,Pfizer/BioNTech,1002181
Lithuania,2021-05-23,Johnson&Johnson,17420
Lithuania,2021-05-23,Moderna,135005
Lithuania,2021-05-23,Oxford/AstraZeneca,305377
Lithuania,2021-05-23,Pfizer/BioNTech,1003204
Lithuania,2021-05-24,Johnson&Johnson,19574
Lithuania,2021-05-24,Moderna,137648
Lithuania,2021-05-24,Oxford/AstraZeneca,309268
Lithuania,2021-05-24,Pfizer/BioNTech,1009099
Lithuania,2021-05-25,Johnson&Johnson,21394
Lithuania,2021-05-25,Moderna,139940
Lithuania,2021-05-25,Oxford/AstraZeneca,312222
Lithuania,2021-05-25,Pfizer/BioNTech,1027840
Lithuania,2021-05-26,Johnson&Johnson,23012
Lithuania,2021-05-26,Moderna,140905
Lithuania,2021-05-26,Oxford/AstraZeneca,316043
Lithuania,2021-05-26,Pfizer/BioNTech,1050773
Lithuania,2021-05-27,Johnson&Johnson,25196
Lithuania,2021-05-27,Moderna,141743
Lithuania,2021-05-27,Oxford/AstraZeneca,318934
Lithuania,2021-05-27,Pfizer/BioNTech,1075345
Lithuania,2021-05-28,Johnson&Johnson,28142
Lithuania,2021-05-28,Moderna,144835
Lithuania,2021-05-28,Oxford/AstraZeneca,322753
Lithuania,2021-05-28,Pfizer/BioNTech,1098070
Lithuania,2021-05-29,Johnson&Johnson,34354
Lithuania,2021-05-29,Moderna,145141
Lithuania,2021-05-29,Oxford/AstraZeneca,323043
Lithuania,2021-05-29,Pfizer/BioNTech,1102817
Lithuania,2021-05-30,Johnson&Johnson,34354
Lithuania,2021-05-30,Moderna,145203
Lithuania,2021-05-30,Oxford/AstraZeneca,323061
Lithuania,2021-05-30,Pfizer/BioNTech,1103329
Lithuania,2021-05-31,Johnson&Johnson,35204
Lithuania,2021-05-31,Moderna,149155
Lithuania,2021-05-31,Oxford/AstraZeneca,332943
Lithuania,2021-05-31,Pfizer/BioNTech,1107170
Lithuania,2021-06-01,Johnson&Johnson,36612
Lithuania,2021-06-01,Moderna,152121
Lithuania,2021-06-01,Oxford/AstraZeneca,335541
Lithuania,2021-06-01,Pfizer/BioNTech,1133059
Lithuania,2021-06-02,Johnson&Johnson,38026
Lithuania,2021-06-02,Moderna,153563
Lithuania,2021-06-02,Oxford/AstraZeneca,340935
Lithuania,2021-06-02,Pfizer/BioNTech,1165583
Lithuania,2021-06-03,Johnson&Johnson,40232
Lithuania,2021-06-03,Moderna,155594
Lithuania,2021-06-03,Oxford/AstraZeneca,343952
Lithuania,2021-06-03,Pfizer/BioNTech,1196036
Lithuania,2021-06-04,Johnson&Johnson,43276
Lithuania,2021-06-04,Moderna,158887
Lithuania,2021-06-04,Oxford/AstraZeneca,350547
Lithuania,2021-06-04,Pfizer/BioNTech,1225752
Lithuania,2021-06-05,Johnson&Johnson,48056
Lithuania,2021-06-05,Moderna,160577
Lithuania,2021-06-05,Oxford/AstraZeneca,350944
Lithuania,2021-06-05,Pfizer/BioNTech,1237220
Lithuania,2021-06-06,Johnson&Johnson,48064
Lithuania,2021-06-06,Moderna,160671
Lithuania,2021-06-06,Oxford/AstraZeneca,350998
Lithuania,2021-06-06,Pfizer/BioNTech,1242685
Lithuania,2021-06-07,Johnson&Johnson,51282
Lithuania,2021-06-07,Moderna,163390
Lithuania,2021-06-07,Oxford/AstraZeneca,363281
Lithuania,2021-06-07,Pfizer/BioNTech,1247639
Lithuania,2021-06-08,Johnson&Johnson,54386
Lithuania,2021-06-08,Moderna,166285
Lithuania,2021-06-08,Oxford/AstraZeneca,367133
Lithuania,2021-06-08,Pfizer/BioNTech,1265754
Lithuania,2021-06-09,Johnson&Johnson,58200
Lithuania,2021-06-09,Moderna,168105
Lithuania,2021-06-09,Oxford/AstraZeneca,369860
Lithuania,2021-06-09,Pfizer/BioNTech,1287053
Lithuania,2021-06-10,Johnson&Johnson,61782
Lithuania,2021-06-10,Moderna,170488
Lithuania,2021-06-10,Oxford/AstraZeneca,371778
Lithuania,2021-06-10,Pfizer/BioNTech,1306096
Lithuania,2021-06-11,Johnson&Johnson,65308
Lithuania,2021-06-11,Moderna,173496
Lithuania,2021-06-11,Oxford/AstraZeneca,373781
Lithuania,2021-06-11,Pfizer/BioNTech,1322391
Lithuania,2021-06-12,Johnson&Johnson,67264
Lithuania,2021-06-12,Moderna,173731
Lithuania,2021-06-12,Oxford/AstraZeneca,374052
Lithuania,2021-06-12,Pfizer/BioNTech,1326841
Lithuania,2021-06-13,Johnson&Johnson,73302
Lithuania,2021-06-13,Moderna,173866
Lithuania,2021-06-13,Oxford/AstraZeneca,374129
Lithuania,2021-06-13,Pfizer/BioNTech,1327801
Lithuania,2021-06-14,Johnson&Johnson,74646
Lithuania,2021-06-14,Moderna,182891
Lithuania,2021-06-14,Oxford/AstraZeneca,379267
Lithuania,2021-06-14,Pfizer/BioNTech,1332604
Lithuania,2021-06-15,Johnson&Johnson,78546
Lithuania,2021-06-15,Moderna,184976
Lithuania,2021-06-15,Oxford/AstraZeneca,382233
Lithuania,2021-06-15,Pfizer/BioNTech,1349912
Lithuania,2021-06-16,Johnson&Johnson,80834
Lithuania,2021-06-16,Moderna,187539
Lithuania,2021-06-16,Oxford/AstraZeneca,388045
Lithuania,2021-06-16,Pfizer/BioNTech,1369244
Lithuania,2021-06-17,Johnson&Johnson,83354
Lithuania,2021-06-17,Moderna,189740
Lithuania,2021-06-17,Oxford/AstraZeneca,392472
Lithuania,2021-06-17,Pfizer/BioNTech,1390333
Lithuania,2021-06-18,Johnson&Johnson,84330
Lithuania,2021-06-18,Moderna,191222
Lithuania,2021-06-18,Oxford/AstraZeneca,397435
Lithuania,2021-06-18,Pfizer/BioNTech,1409010
Lithuania,2021-06-19,Johnson&Johnson,85470
Lithuania,2021-06-19,Moderna,191753
Lithuania,2021-06-19,Oxford/AstraZeneca,400581
Lithuania,2021-06-19,Pfizer/BioNTech,1411270
Lithuania,2021-06-20,Johnson&Johnson,86004
Lithuania,2021-06-20,Moderna,191879
Lithuania,2021-06-20,Oxford/AstraZeneca,400680
Lithuania,2021-06-20,Pfizer/BioNTech,1411833
Lithuania,2021-06-21,Johnson&Johnson,88188
Lithuania,2021-06-21,Moderna,194198
Lithuania,2021-06-21,Oxford/AstraZeneca,407164
Lithuania,2021-06-21,Pfizer/BioNTech,1417980
Lithuania,2021-06-22,Johnson&Johnson,89162
Lithuania,2021-06-22,Moderna,196186
Lithuania,2021-06-22,Oxford/AstraZeneca,412338
Lithuania,2021-06-22,Pfizer/BioNTech,1435685
Lithuania,2021-06-23,Johnson&Johnson,89314
Lithuania,2021-06-23,Moderna,196971
Lithuania,2021-06-23,Oxford/AstraZeneca,419774
Lithuania,2021-06-23,Pfizer/BioNTech,1454900
Lithuania,2021-06-24,Johnson&Johnson,89584
Lithuania,2021-06-24,Moderna,197046
Lithuania,2021-06-24,Oxford/AstraZeneca,420157
Lithuania,2021-06-24,Pfizer/BioNTech,1464552
Lithuania,2021-06-25,Johnson&Johnson,90454
Lithuania,2021-06-25,Moderna,198739
Lithuania,2021-06-25,Oxford/AstraZeneca,422578
Lithuania,2021-06-25,Pfizer/BioNTech,1488939
Lithuania,2021-06-26,Johnson&Johnson,90496
Lithuania,2021-06-26,Moderna,198971
Lithuania,2021-06-26,Oxford/AstraZeneca,422885
Lithuania,2021-06-26,Pfizer/BioNTech,1496807
Lithuania,2021-06-27,Johnson&Johnson,90642
Lithuania,2021-06-27,Moderna,199025
Lithuania,2021-06-27,Oxford/AstraZeneca,422949
Lithuania,2021-06-27,Pfizer/BioNTech,1502835
Lithuania,2021-06-28,Johnson&Johnson,91396
Lithuania,2021-06-28,Moderna,200989
Lithuania,2021-06-28,Oxford/AstraZeneca,429762
Lithuania,2021-06-28,Pfizer/BioNTech,1513630
Lithuania,2021-06-29,Johnson&Johnson,94106
Lithuania,2021-06-29,Moderna,202601
Lithuania,2021-06-29,Oxford/AstraZeneca,437753
Lithuania,2021-06-29,Pfizer/BioNTech,1527610
Lithuania,2021-06-30,Johnson&Johnson,97598
Lithuania,2021-06-30,Moderna,203943
Lithuania,2021-06-30,Oxford/AstraZeneca,444481
Lithuania,2021-06-30,Pfizer/BioNTech,1541226
Lithuania,2021-07-01,Johnson&Johnson,100460
Lithuania,2021-07-01,Moderna,205203
Lithuania,2021-07-01,Oxford/AstraZeneca,447979
Lithuania,2021-07-01,Pfizer/BioNTech,1552258
Lithuania,2021-07-02,Johnson&Johnson,102944
Lithuania,2021-07-02,Moderna,206428
Lithuania,2021-07-02,Oxford/AstraZeneca,453360
Lithuania,2021-07-02,Pfizer/BioNTech,1564043
Lithuania,2021-07-03,Johnson&Johnson,103846
Lithuania,2021-07-03,Moderna,206696
Lithuania,2021-07-03,Oxford/AstraZeneca,454095
Lithuania,2021-07-03,Pfizer/BioNTech,1568284
Lithuania,2021-07-04,Johnson&Johnson,104248
Lithuania,2021-07-04,Moderna,206712
Lithuania,2021-07-04,Oxford/AstraZeneca,454153
Lithuania,2021-07-04,Pfizer/BioNTech,1568461
Lithuania,2021-07-05,Johnson&Johnson,105856
Lithuania,2021-07-05,Moderna,207811
Lithuania,2021-07-05,Oxford/AstraZeneca,460279
Lithuania,2021-07-05,Pfizer/BioNTech,1573477
Lithuania,2021-07-06,Johnson&Johnson,106416
Lithuania,2021-07-06,Moderna,207985
Lithuania,2021-07-06,Oxford/AstraZeneca,460516
Lithuania,2021-07-06,Pfizer/BioNTech,1577486
Lithuania,2021-07-07,Johnson&Johnson,109774
Lithuania,2021-07-07,Moderna,209021
Lithuania,2021-07-07,Oxford/AstraZeneca,462813
Lithuania,2021-07-07,Pfizer/BioNTech,1588689
Lithuania,2021-07-08,Johnson&Johnson,113906
Lithuania,2021-07-08,Moderna,209613
Lithuania,2021-07-08,Oxford/AstraZeneca,466246
Lithuania,2021-07-08,Pfizer/BioNTech,1599538
Lithuania,2021-07-09,Johnson&Johnson,116892
Lithuania,2021-07-09,Moderna,210510
Lithuania,2021-07-09,Oxford/AstraZeneca,469466
Lithuania,2021-07-09,Pfizer/BioNTech,1608353
Lithuania,2021-07-10,Johnson&Johnson,119786
Lithuania,2021-07-10,Moderna,210730
Lithuania,2021-07-10,Oxford/AstraZeneca,471086
Lithuania,2021-07-10,Pfizer/BioNTech,1609201
Lithuania,2021-07-11,Johnson&Johnson,120024
Lithuania,2021-07-11,Moderna,210759
Lithuania,2021-07-11,Oxford/AstraZeneca,471150
Lithuania,2021-07-11,Pfizer/BioNTech,1609279
Lithuania,2021-07-12,Johnson&Johnson,121678
Lithuania,2021-07-12,Moderna,212084
Lithuania,2021-07-12,Oxford/AstraZeneca,475515
Lithuania,2021-07-12,Pfizer/BioNTech,1614297
Lithuania,2021-07-13,Johnson&Johnson,124564
Lithuania,2021-07-13,Moderna,212461
Lithuania,2021-07-13,Oxford/AstraZeneca,477486
Lithuania,2021-07-13,Pfizer/BioNTech,1620412
Lithuania,2021-07-14,Johnson&Johnson,126914
Lithuania,2021-07-14,Moderna,213023
Lithuania,2021-07-14,Oxford/AstraZeneca,478708
Lithuania,2021-07-14,Pfizer/BioNTech,1626248
Lithuania,2021-07-15,Johnson&Johnson,132576
Lithuania,2021-07-15,Moderna,213990
Lithuania,2021-07-15,Oxford/AstraZeneca,480455
Lithuania,2021-07-15,Pfizer/BioNTech,1631526
Lithuania,2021-07-16,Johnson&Johnson,137340
Lithuania,2021-07-16,Moderna,214544
Lithuania,2021-07-16,Oxford/AstraZeneca,483202
Lithuania,2021-07-16,Pfizer/BioNTech,1638326
Lithuania,2021-07-17,Johnson&Johnson,138480
Lithuania,2021-07-17,Moderna,214940
Lithuania,2021-07-17,Oxford/AstraZeneca,483636
Lithuania,2021-07-17,Pfizer/BioNTech,1640055
Lithuania,2021-07-18,Johnson&Johnson,138796
Lithuania,2021-07-18,Moderna,215060
Lithuania,2021-07-18,Oxford/AstraZeneca,483691
Lithuania,2021-07-18,Pfizer/BioNTech,1641252
Lithuania,2021-07-19,Johnson&Johnson,140418
Lithuania,2021-07-19,Moderna,216115
Lithuania,2021-07-19,Oxford/AstraZeneca,487417
Lithuania,2021-07-19,Pfizer/BioNTech,1646545
Lithuania,2021-07-20,Johnson&Johnson,143910
Lithuania,2021-07-20,Moderna,216773
Lithuania,2021-07-20,Oxford/AstraZeneca,489148
Lithuania,2021-07-20,Pfizer/BioNTech,1653939
Lithuania,2021-07-21,Johnson&Johnson,145422
Lithuania,2021-07-21,Moderna,217342
Lithuania,2021-07-21,Oxford/AstraZeneca,490718
Lithuania,2021-07-21,Pfizer/BioNTech,1664072
Lithuania,2021-07-22,Johnson&Johnson,148518
Lithuania,2021-07-22,Moderna,218297
Lithuania,2021-07-22,Oxford/AstraZeneca,492323
Lithuania,2021-07-22,Pfizer/BioNTech,1676879
Lithuania,2021-07-23,Johnson&Johnson,152064
Lithuania,2021-07-23,Moderna,219329
Lithuania,2021-07-23,Oxford/AstraZeneca,494092
Lithuania,2021-07-23,Pfizer/BioNTech,1688248
Lithuania,2021-07-24,Johnson&Johnson,153314
Lithuania,2021-07-24,Moderna,219553
Lithuania,2021-07-24,Oxford/AstraZeneca,494584
Lithuania,2021-07-24,Pfizer/BioNTech,1690789
Lithuania,2021-07-25,Johnson&Johnson,154540
Lithuania,2021-07-25,Moderna,219722
Lithuania,2021-07-25,Oxford/AstraZeneca,494738
Lithuania,2021-07-25,Pfizer/BioNTech,1691305
Lithuania,2021-07-26,Johnson&Johnson,157138
Lithuania,2021-07-26,Moderna,220800
Lithuania,2021-07-26,Oxford/AstraZeneca,497020
Lithuania,2021-07-26,Pfizer/BioNTech,1702782
Lithuania,2021-07-27,Johnson&Johnson,159108
Lithuania,2021-07-27,Moderna,221500
Lithuania,2021-07-27,Oxford/AstraZeneca,499731
Lithuania,2021-07-27,Pfizer/BioNTech,1713478
Lithuania,2021-07-28,Johnson&Johnson,159656
Lithuania,2021-07-28,Moderna,222513
Lithuania,2021-07-28,Oxford/AstraZeneca,502127
Lithuania,2021-07-28,Pfizer/BioNTech,1726607
Lithuania,2021-07-29,Johnson&Johnson,160592
Lithuania,2021-07-29,Moderna,223971
Lithuania,2021-07-29,Oxford/AstraZeneca,504278
Lithuania,2021-07-29,Pfizer/BioNTech,1743513
Lithuania,2021-07-30,Johnson&Johnson,162120
Lithuania,2021-07-30,Moderna,224601
Lithuania,2021-07-30,Oxford/AstraZeneca,508162
Lithuania,2021-07-30,Pfizer/BioNTech,1754533
Lithuania,2021-07-31,Johnson&Johnson,163902
Lithuania,2021-07-31,Moderna,224711
Lithuania,2021-07-31,Oxford/AstraZeneca,511087
Lithuania,2021-07-31,Pfizer/BioNTech,1756883
Lithuania,2021-08-01,Johnson&Johnson,164610
Lithuania,2021-08-01,Moderna,224799
Lithuania,2021-08-01,Oxford/AstraZeneca,513215
Lithuania,2021-08-01,Pfizer/BioNTech,1757161
Lithuania,2021-08-02,Johnson&Johnson,166568
Lithuania,2021-08-02,Moderna,226108
Lithuania,2021-08-02,Oxford/AstraZeneca,518437
Lithuania,2021-08-02,Pfizer/BioNTech,1765642
Lithuania,2021-08-03,Johnson&Johnson,168322
Lithuania,2021-08-03,Moderna,226838
Lithuania,2021-08-03,Oxford/AstraZeneca,519663
Lithuania,2021-08-03,Pfizer/BioNTech,1775610
Lithuania,2021-08-04,Johnson&Johnson,175426
Lithuania,2021-08-04,Moderna,227605
Lithuania,2021-08-04,Oxford/AstraZeneca,520663
Lithuania,2021-08-04,Pfizer/BioNTech,1786093
Lithuania,2021-08-05,Johnson&Johnson,196192
Lithuania,2021-08-05,Moderna,228524
Lithuania,2021-08-05,Oxford/AstraZeneca,521816
Lithuania,2021-08-05,Pfizer/BioNTech,1799006
Lithuania,2021-08-06,Johnson&Johnson,213332
Lithuania,2021-08-06,Moderna,229410
Lithuania,2021-08-06,Oxford/AstraZeneca,522910
Lithuania,2021-08-06,Pfizer/BioNTech,1811570
Lithuania,2021-08-07,Johnson&Johnson,221560
Lithuania,2021-08-07,Moderna,229846
Lithuania,2021-08-07,Oxford/AstraZeneca,523287
Lithuania,2021-08-07,Pfizer/BioNTech,1813161
Lithuania,2021-08-08,Johnson&Johnson,223250
Lithuania,2021-08-08,Moderna,229949
Lithuania,2021-08-08,Oxford/AstraZeneca,523325
Lithuania,2021-08-08,Pfizer/BioNTech,1813382
Lithuania,2021-08-09,Johnson&Johnson,235312
Lithuania,2021-08-09,Moderna,231052
Lithuania,2021-08-09,Oxford/AstraZeneca,524130
Lithuania,2021-08-09,Pfizer/BioNTech,1823433
Lithuania,2021-08-10,Johnson&Johnson,245996
Lithuania,2021-08-10,Moderna,231503
Lithuania,2021-08-10,Oxford/AstraZeneca,524705
Lithuania,2021-08-10,Pfizer/BioNTech,1833447
Lithuania,2021-08-11,Johnson&Johnson,255350
Lithuania,2021-08-11,Moderna,232138
Lithuania,2021-08-11,Oxford/AstraZeneca,525550
Lithuania,2021-08-11,Pfizer/BioNTech,1845242
Lithuania,2021-08-12,Johnson&Johnson,266946
Lithuania,2021-08-12,Moderna,233232
Lithuania,2021-08-12,Oxford/AstraZeneca,526073
Lithuania,2021-08-12,Pfizer/BioNTech,1860636
Lithuania,2021-08-13,Johnson&Johnson,276196
Lithuania,2021-08-13,Moderna,233762
Lithuania,2021-08-13,Oxford/AstraZeneca,526583
Lithuania,2021-08-13,Pfizer/BioNTech,1874601
Lithuania,2021-08-14,Johnson&Johnson,279094
Lithuania,2021-08-14,Moderna,233913
Lithuania,2021-08-14,Oxford/AstraZeneca,526665
Lithuania,2021-08-14,Pfizer/BioNTech,1876599
Lithuania,2021-08-15,Johnson&Johnson,280078
Lithuania,2021-08-15,Moderna,233972
Lithuania,2021-08-15,Oxford/AstraZeneca,526697
Lithuania,2021-08-15,Pfizer/BioNTech,1876882
Lithuania,2021-08-16,Johnson&Johnson,288894
Lithuania,2021-08-16,Moderna,235391
Lithuania,2021-08-16,Oxford/AstraZeneca,527158
Lithuania,2021-08-16,Pfizer/BioNTech,1890708
Lithuania,2021-08-17,Johnson&Johnson,294242
Lithuania,2021-08-17,Moderna,236235
Lithuania,2021-08-17,Oxford/AstraZeneca,527502
Lithuania,2021-08-17,Pfizer/BioNTech,1903908
Lithuania,2021-08-18,Johnson&Johnson,304660
Lithuania,2021-08-18,Moderna,237042
Lithuania,2021-08-18,Oxford/AstraZeneca,527935
Lithuania,2021-08-18,Pfizer/BioNTech,1919648
Lithuania,2021-08-19,Johnson&Johnson,311752
Lithuania,2021-08-19,Moderna,238215
Lithuania,2021-08-19,Oxford/AstraZeneca,528279
Lithuania,2021-08-19,Pfizer/BioNTech,1938249
Lithuania,2021-08-20,Johnson&Johnson,318124
Lithuania,2021-08-20,Moderna,239485
Lithuania,2021-08-20,Oxford/AstraZeneca,528604
Lithuania,2021-08-20,Pfizer/BioNTech,1952183
Lithuania,2021-08-21,Johnson&Johnson,319738
Lithuania,2021-08-21,Moderna,239710
Lithuania,2021-08-21,Oxford/AstraZeneca,528697
Lithuania,2021-08-21,Pfizer/BioNTech,1954255
Lithuania,2021-08-22,Johnson&Johnson,320250
Lithuania,2021-08-22,Moderna,239794
Lithuania,2021-08-22,Oxford/AstraZeneca,528745
Lithuania,2021-08-22,Pfizer/BioNTech,1954430
Lithuania,2021-08-23,Johnson&Johnson,326376
Lithuania,2021-08-23,Moderna,241007
Lithuania,2021-08-23,Oxford/AstraZeneca,529444
Lithuania,2021-08-23,Pfizer/BioNTech,1965178
Lithuania,2021-08-24,Johnson&Johnson,329864
Lithuania,2021-08-24,Moderna,241943
Lithuania,2021-08-24,Oxford/AstraZeneca,529619
Lithuania,2021-08-24,Pfizer/BioNTech,1976033
Lithuania,2021-08-25,Johnson&Johnson,335094
Lithuania,2021-08-25,Moderna,242963
Lithuania,2021-08-25,Oxford/AstraZeneca,529847
Lithuania,2021-08-25,Pfizer/BioNTech,1987852
Lithuania,2021-08-26,Johnson&Johnson,339430
Lithuania,2021-08-26,Moderna,244588
Lithuania,2021-08-26,Oxford/AstraZeneca,530123
Lithuania,2021-08-26,Pfizer/BioNTech,2001959
Lithuania,2021-08-27,Johnson&Johnson,344270
Lithuania,2021-08-27,Moderna,245392
Lithuania,2021-08-27,Oxford/AstraZeneca,530392
Lithuania,2021-08-27,Pfizer/BioNTech,2015146
Lithuania,2021-08-28,Johnson&Johnson,345310
Lithuania,2021-08-28,Moderna,245507
Lithuania,2021-08-28,Oxford/AstraZeneca,530430
Lithuania,2021-08-28,Pfizer/BioNTech,2016886
Lithuania,2021-08-29,Johnson&Johnson,345538
Lithuania,2021-08-29,Moderna,245573
Lithuania,2021-08-29,Oxford/AstraZeneca,530466
Lithuania,2021-08-29,Pfizer/BioNTech,2017130
Lithuania,2021-08-30,Johnson&Johnson,348474
Lithuania,2021-08-30,Moderna,246548
Lithuania,2021-08-30,Oxford/AstraZeneca,531130
